gene_id;OxvsUn_log2FoldChange;OxvsUn_padj;LorvsUn_log2FoldChange;LorvsUn_padj;Cmpd8vsUn_log2FoldChange;Cmpd8vsUn_padj;Cmpd8_OxvsUn_log2FoldChange;Cmpd8_OxvsUn_padj;Lor_OxvsUn_log2FoldChange;Lor_OxvsUn_padj;OxvsCmpd8_log2FoldChange;OxvsCmpd8_padj;Cmpd8_OxvsOx_log2FoldChange;Cmpd8_OxvsOx_padj;Lor_OxvsOx_log2FoldChange;Lor_OxvsOx_padj;OxvsLor_log2FoldChange;OxvsLor_padj;Cmpd8vsLor_log2FoldChange;Cmpd8vsLor_padj;Cmpd8_OxvsLor_log2FoldChange;Cmpd8_OxvsLor_padj;Lor_OxvsLor_log2FoldChange;Lor_OxvsLor_padj;Cmpd8_OxvsCmpd8_log2FoldChange;Cmpd8_OxvsCmpd8_padj;Lor_OxvsCmpd8_log2FoldChange;Lor_OxvsCmpd8_padj;Lor_OxvsCmpd8_Ox_log2FoldChange;Lor_OxvsCmpd8_Ox_padj;gene_name;gene_chr;gene_start;gene_end;gene_strand;gene_length;gene_biotype;gene_description;tf_family
Novel00128;-0.772941308;1;0.276157615;1;-0.314607121;0.999892985;-0.274275935;1;-0.117143177;1;-0.45250465;1;0.501011413;0.989089165;0.652579205;1;-1.045936512;1;-0.590200874;1;-0.556568808;0.999777863;-0.397611486;1;0.038193723;1;0.203948923;1;0.146223917;1;Novel00128;NC_002745.2;917515;917750;+;236;-;PF00361:Proton-conducting membrane transporter;-
SA_RS04635;-0.004101262;0.998919387;0.022578747;0.998245801;0.337156514;0.999892985;0.141401142;0.912465044;0.174686082;0.826167373;-0.343110021;0.999998795;0.151797416;0.989089165;0.177497361;0.868433623;-0.030020483;0.989937347;0.312489658;0.913170291;0.111505642;0.999777863;0.141094042;0.925325395;-0.196914454;0.999670027;-0.165698252;0.86566075;0.015476729;0.987283514;ABD30015.1;NC_002745.2;918261;918644;-;384;protein_coding;kinase-associated lipoprotein B && PF08810:Kinase associated protein B;-
SA_RS04640;0.26976085;0.998919387;0.213331135;0.865401267;0.274096392;0.999892985;0.377110481;0.746011764;0.428838531;0.494506197;-0.004547687;0.999998795;0.113924956;0.991240952;0.153750139;0.883259088;0.05709003;0.970403308;0.061638532;0.995832088;0.158897139;0.999777863;0.203269491;0.83397994;0.103292061;0.999670027;0.155154568;0.86454715;0.033708983;0.981724061;ABD30016.1;NC_002745.2;918708;919301;+;594;protein_coding;peptidylprolyl isomerase && PF00160:Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD;Pro_isomerase
SA_RS04645;0.623716691;0.998919387;0.088709497;0.95261002;-0.078515095;0.999892985;0.216178814;0.850933874;0.500884101;0.239506471;0.701403243;0.712291277;-0.400069482;0.887424799;-0.126608966;0.891265191;0.53518755;0.531229356;-0.166872798;0.950224565;0.122455834;0.999777863;0.400912995;0.399217265;0.293900871;0.999670027;0.575856739;0.1818583;0.264813658;0.725601794;ygs;NC_002745.2;919716;920093;+;378;protein_coding;S1 domain-containing post-transcriptional regulator Ygs && PF00575:S1 RNA binding domain;S1
SA_RS04650;0.21453342;0.998919387;1.794193387;0.00074891;0.947691693;0.775793654;1.453849511;0.013681705;2.167786875;0.000000224;-0.73536589;0.783617703;1.246661863;0.045957653;1.949541592;0.000000594;-1.577845047;0.002427142;-0.844229419;0.533525685;-0.344623372;0.999777863;0.363732625;0.679466716;0.505313419;0.999670027;1.219553882;0.047178276;0.697534791;0.278952204;ABD30018.1;NC_002745.2;920455;921582;+;1128;protein_coding;NADH-dependent flavin oxidoreductase && PF00724:NADH:flavin oxidoreductase / NADH oxidase family;Oxidored_FMN
SA_RS04655;0.492815053;0.998919387;0.137009263;0.966004157;0.463811629;0.999892985;0.347249927;0.867172846;0.064628618;0.958128808;0.025955866;0.999998795;-0.135342134;0.993095108;-0.433192425;0.658514562;0.356480244;0.806313213;0.328024949;0.942128092;0.208488049;0.999777863;-0.0809904;0.954688316;-0.114343015;0.999670027;-0.399979529;0.699406652;-0.304527927;0.802338434;rocD-2;NC_002745.2;921890;923080;+;1191;protein_coding;ornithineoxo-acid transaminase && PF00202:Aminotransferase class-III;Aminotran_3
SA_RS04660;0.233863642;0.998919387;-0.152204791;0.943701774;0.144503767;0.999892985;-0.124095294;0.947150055;-0.515705058;0.467163582;0.087431319;0.999998795;-0.349551954;0.940179204;-0.755217106;0.269265253;0.387106643;0.768285034;0.298393806;0.92643781;0.025404184;0.999777863;-0.374182611;0.637712896;-0.267518351;0.999670027;-0.661375971;0.302181436;-0.412446775;0.572303203;ABD30020.1;NC_002745.2;923189;924433;+;1245;protein_coding;Glu/Leu/Phe/Val dehydrogenase && PF02812:Glu/Leu/Phe/Val dehydrogenase, dimerisation domain|PF00208:Glutamate/Leucine/Phenylalanine/Valine dehydrogenase;-
SA_RS04665;0.251825553;0.998919387;-0.796133294;0.29140803;-0.135305935;0.999892985;-0.309246811;0.813130146;-1.227436587;0.150312933;0.391353161;0.999998795;-0.554505987;0.642563969;-1.482912114;0.06663874;1.046552106;0.065464199;0.65889121;0.464566486;0.481919297;0.60724388;-0.446514522;0.772286109;-0.170449234;0.999670027;-1.087348926;0.217074882;-0.937169176;0.371335287;ABD30022.1;NC_002745.2;924770;925699;-;930;protein_coding;glycerophosphodiester phosphodiesterase && PF03009:Glycerophosphoryl diester phosphodiesterase family;-
SA_RS04670;0.280784551;0.998919387;0.930365471;0.104337796;0.672086565;0.446174082;1.118293719;0.126442345;0.908056187;0.115119768;-0.38946584;0.874884857;0.84021121;0.431222019;0.624133177;0.339382577;-0.645333379;0.353761821;-0.255536209;0.9100357;0.179451044;0.999777863;-0.034118248;0.985399936;0.442123106;0.999670027;0.236938173;0.787652912;-0.221189601;0.903673825;argH;NC_002745.2;925941;927320;-;1380;protein_coding;argininosuccinate lyase && PF14698:Argininosuccinate lyase C-terminal|PF00206:Lyase;-
SA_RS04675;-0.012164212;0.998919387;0.988467033;0.203606833;0.75632197;0.839228576;1.003289663;0.261687345;0.80433715;0.259523221;-0.763914241;0.57834437;1.017904126;0.311132411;0.81676355;0.250917277;-0.995109854;0.194327401;-0.230653453;0.933026085;0.007895877;0.999777863;-0.192830267;0.898186404;0.245290332;0.999670027;0.054846551;0.957667882;-0.206807706;0.904002867;argG;NC_002745.2;927310;928515;-;1206;protein_coding;argininosuccinate synthase && PF00764:Arginosuccinate synthase;-
SA_RS04680;0.287785485;0.998919387;0.575422161;0.152927245;0.399826806;0.999892985;0.937971109;0.023832487;0.990743896;0.000684169;-0.112614875;0.999998795;0.656255224;0.305442366;0.699765734;0.039740576;-0.286337029;0.66124605;-0.174420374;0.937710074;0.356895287;0.999777863;0.403638928;0.418767374;0.536690098;0.935036477;0.590104137;0.171452685;0.03713665;0.973018464;pgi;NC_002745.2;928866;930197;+;1332;protein_coding;glucose-6-phosphate isomerase && PF00342:Phosphoglucose isomerase;-
Novel00129;-0.754157162;1;0.020404483;1;-0.012561829;0.999892985;0.746147541;1;0.608749099;1;-0.758314816;1;1.524734646;0.839907984;1.366826263;1;-0.777285006;1;-0.031724192;1;0.722613815;0.999777863;0.570874233;1;0.753152636;1;0.615440331;1;-0.161972372;1;Novel00129;NC_002745.2;929296;930587;-;1292;-;PF00342:Phosphoglucose isomerase;-
SA_RS04685;0.444680819;0.998919387;0.007443614;0.998245801;-0.394536609;0.999892985;-0.056565391;0.954070559;1.056551426;0.010731007;0.840395751;0.54680026;-0.498140999;0.656478436;0.609232953;0.303608123;0.432959859;0.724322084;-0.40515207;0.9100357;-0.071732129;0.999777863;1.036610974;0.242285544;0.33580783;0.999670027;1.448431168;0.009758363;1.098966507;0.03728881;ABD30026.1;NC_002745.2;930522;931097;+;576;protein_coding;TVP38/TMEM64 family protein && PF09335:SNARE associated Golgi protein;-
SA_RS04690;0.268965708;0.998919387;0.238150621;0.891542276;-0.23461682;0.999892985;0.030956523;0.982623564;0.936484242;0.026110688;0.503732897;0.998626854;-0.235812395;0.943376038;0.665791857;0.042548033;0.026915142;0.99193412;-0.475293447;0.909213991;-0.215094659;0.999777863;0.685744796;0.504995967;0.261051255;0.999670027;1.164031594;0.066782695;0.891357014;0.062102614;lepB;NC_002745.2;931102;931626;+;525;protein_coding;signal peptidase I && PF00717:Peptidase S24-like;Peptidase_S24
SA_RS04695;0.59357556;0.998919387;0.345309226;0.67976972;-0.200523893;0.999892985;0.546856287;0.644658697;1.328699847;0.08613128;0.794898736;0.811612171;-0.042560215;0.998335204;0.727417811;0.538123261;0.246533699;0.87177295;-0.545246266;0.209003489;0.19334523;0.999777863;0.968276237;0.396103525;0.745774364;0.85118552;1.527810712;0.041587011;0.765855346;0.567136164;lepB;NC_002745.2;931642;932217;+;576;protein_coding;signal peptidase I && PF00717:Peptidase S24-like;Peptidase_S24
SA_RS04700;-0.140240817;0.998919387;0.3049103;0.776047713;0.138517371;0.999892985;0.23736918;0.865542532;0.102783198;0.896426664;-0.278541825;0.999998795;0.383716228;0.905195409;0.238343895;0.776876589;-0.442695188;0.661363756;-0.164514262;0.975010703;-0.072185275;0.999777863;-0.213162635;0.851461122;0.098675822;0.999670027;-0.034621876;0.967844432;-0.150354488;0.909451858;addB;NC_002745.2;932377;935850;+;3474;protein_coding;helicase-exonuclease AddAB subunit AddB && PF12705:PD-(D/E)XK nuclease superfamily|PF13361:UvrD-like helicase C-terminal domain;-
sRNA00018;0.196941147;1;-0.299341013;1;-0.090064517;0.999892985;-0.229079983;1;0.37011353;1;0.284034058;0.999998795;-0.422767465;0.947106603;0.170004588;1;0.490687637;1;0.207954676;1;0.061031887;0.999777863;0.647441062;1;-0.146384948;1;0.447417607;1;0.581243853;1;sRNA00018;NC_002745.2;932394;932446;-;53;-;-;-
SA_RS04705;0.015594119;0.998919387;0.419335849;0.355976347;0.23428751;0.999892985;0.21018405;0.743819939;0.029443727;0.954034714;-0.218011547;0.999998795;0.200140631;0.939195943;0.01029888;0.991687136;-0.40205718;0.513522315;-0.183830439;0.913170291;-0.214087713;0.999777863;-0.401336944;0.464103067;-0.024785161;0.999670027;-0.204352105;0.651544353;-0.19672399;0.74719415;addA;NC_002745.2;935854;939507;+;3654;protein_coding;helicase-exonuclease AddAB subunit AddA && PF00580:UvrD/REP helicase N-terminal domain|PF13361:UvrD-like helicase C-terminal domain;UvrD-helicase
SA_RS04710;0.350618226;0.998919387;0.633559601;0.23888437;0.34040482;0.999892985;0.761627906;0.221412897;1.127962838;0.006327031;0.008450911;0.999998795;0.417903927;0.813132026;0.773425397;0.09453911;-0.282050987;0.729938362;-0.291618067;0.909213991;0.12259559;0.999777863;0.482804048;0.478899967;0.419656029;0.999670027;0.785557487;0.157820376;0.349277608;0.683601409;ABD30031.1;NC_002745.2;939673;940575;+;903;protein_coding;fumarylacetoacetate hydrolase family protein && PF01557:Fumarylacetoacetate (FAA) hydrolase family;FAA_hydrolase
Novel00130;-0.626620687;0.998919387;-0.561865644;0.53426914;-0.926335142;0.733353953;-1.187621827;0.328352441;-0.287981047;0.72186589;0.299943801;0.999998795;-0.554781732;0.928783903;0.339665813;0.748271415;-0.063189379;1;-0.361982274;1;-0.620497676;0.999777863;0.266152135;1;-0.259259002;0.999670027;0.636771421;0.527918721;0.882867951;0.582165249;Novel00130;NC_002745.2;940043;941034;-;992;-;PF07457:Protein of unknown function (DUF1516)|PF01557:Fumarylacetoacetate (FAA) hydrolase family;FAA_hydrolase
SA_RS04715;-0.635056591;0.930728234;-0.327308087;0.432208708;0.022792731;0.999892985;-0.033732305;0.960367331;-0.444266117;0.185104872;-0.656452486;0.586596011;0.608680241;0.455290677;0.191714176;0.812202881;-0.308697977;0.74219853;0.348776057;0.641977276;0.286283913;0.999777863;-0.129604362;0.881805553;-0.057327765;0.999670027;-0.466162255;0.221933215;-0.427147262;0.324420106;ABD30032.1;NC_002745.2;940904;941293;+;390;protein_coding;YisL family protein && PF07457:Protein of unknown function (DUF1516);-
SA_RS04720;0.141206359;0.998919387;0.391017656;0.052261773;-0.144816456;0.999892985;-0.021511427;0.967395041;0.623907411;0.001663694;0.284982714;0.73092142;-0.157022769;0.893886044;0.480083505;0.040778726;-0.25058188;0.459931972;-0.53537713;0.009785704;-0.419046181;0.213996579;0.219923433;0.488462306;0.120737095;0.999670027;0.765793054;0.000481519;0.629429835;0.001983342;cdr;NC_002745.2;941465;942781;-;1317;protein_coding;CoA-disulfide reductase && PF02852:Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain|PF07992:Pyridine nucleotide-disulphide oxidoreductase;Pyr_redox_2
Novel00131;0.239353812;1;-0.589620727;1;-0.66351963;0.999892985;-0.501293199;0.819349851;-1.114802486;1;0.896413763;0.999998795;-0.731266121;0.934208531;-1.357657835;1;0.826111919;1;-0.074556308;1;0.084194299;0.999777863;-0.541359937;1;0.156795766;1;-0.459800623;1;-0.634895278;1;Novel00131;NC_002745.2;941634;941971;+;338;-;-;-
Novel00132;0.67123438;1;-0.310260457;1;-0.292930704;0.999892985;-0.44145494;1;0.678630234;1;0.968154472;1;-1.112919179;0.769788344;0.00403607;1;0.98240439;1;0.019378138;1;-0.134458946;0.999777863;0.980759825;1;-0.148161561;1;0.969663441;1;1.103660206;1;Novel00132;NC_002745.2;942271;942519;+;249;-;PF07992:Pyridine nucleotide-disulphide oxidoreductase;Pyr_redox_2
SA_RS04725;0.045712422;0.998919387;0.484706629;0.134441315;0.044312999;0.999892985;0.021476982;0.971391049;0.858923237;0.000730586;0.00000042;0.999998795;-0.01736881;0.998335204;0.810847423;0.004401415;-0.439822744;0.288069173;-0.439812372;0.521497029;-0.468522145;0.244107666;0.361697591;0.342568056;-0.024056982;0.999670027;0.813828022;0.016990603;0.820444387;0.0000677;ABD30034.1;NC_002745.2;942833;943657;-;825;protein_coding;Cof-type HAD-IIB family hydrolase && PF08282:haloacid dehalogenase-like hydrolase;Hydrolase_3
Novel00133;-0.319570983;1;-0.017482347;1;-0.757055026;1;-1.918314359;1;-1.209191392;1;0.438040899;1;-1.595945337;0.880742286;-0.894319289;1;-0.301830762;1;-0.732107173;1;-1.896771095;0.999777863;-1.19873894;1;-1.155385892;1;-0.458466107;1;0.690191737;1;Novel00133;NC_002745.2;943233;943321;+;89;-;-;-
Novel00134;-0.119154046;0.998919387;-0.249412235;0.887179946;0.041221902;0.999892985;0.216703373;0.836651276;-0.425448363;0.621862927;-0.162328091;0.999998795;0.340404489;0.893886044;-0.310525422;0.803564144;0.12569072;0.942624354;0.289145487;0.954632481;0.453470862;0.999777863;-0.195864455;1;0.169723788;0.999670027;-0.476977748;0.654935703;-0.655190533;0.563952685;Novel00134;NC_002745.2;943386;943495;+;110;-;-;-
SA_RS04730;-0.317286549;0.998919387;0.296702238;0.669226633;0.202235983;0.999892985;0.318411106;0.71476474;-0.028664023;0.970814549;-0.519198357;0.85107313;0.643384015;0.455290677;0.286353922;0.723118435;-0.614937588;0.345341279;-0.095251981;0.975010703;0.015637873;0.999777863;-0.338383174;0.624546481;0.11617099;0.999670027;-0.231785599;0.715639942;-0.365442153;0.612526896;ABD30035.1;NC_002745.2;943771;944079;+;309;protein_coding;metal-sulfur cluster assembly factor && PF01883:Domain of unknown function DUF59;-
sRNA00019;-2.292248346;1;0.223411008;1;-0.065169452;1;-2.488574677;1;1.105168685;1;-2.228881808;1;-0.192311393;1;3.389235462;1;-2.513055126;1;-0.287414522;1;-2.720026592;0.999777863;0.856533504;1;-2.42759465;1;1.175949418;1;3.572858557;1;sRNA00019;NC_002745.2;944170;944502;-;333;-;-;-
SA_RS04735;-0.177916503;0.998919387;0.311598478;0.654929316;-0.222722391;0.999892985;-0.130167712;0.914858931;0.178963121;0.809982784;0.04555481;0.999998795;0.050140828;0.998335204;0.352980395;0.711249568;-0.490601861;0.58705056;-0.53338594;0.496863183;-0.4484199;0.999777863;-0.147685775;0.905038784;0.089936718;0.999670027;0.399175784;0.586258375;0.295030536;0.802290706;ABD30036.1;NC_002745.2;944627;946441;+;1815;protein_coding;acyltransferase family protein && PF01757:Acyltransferase family;-
SA_RS04740;0.258849148;0.998919387;0.335132583;0.362459213;0.474779818;0.60775764;0.430528183;0.293483881;0.312312229;0.443046393;-0.217933307;0.999998795;0.178111453;0.943376038;0.051164726;0.957023591;-0.077702926;0.913385998;0.139524092;0.957176885;0.090339596;0.999777863;-0.03509146;0.979077412;-0.04620525;0.999670027;-0.167234918;0.819788878;-0.13705971;0.90273723;clpB;NC_002745.2;946644;949253;+;2610;protein_coding;ATP-dependent chaperone ClpB && PF00004:ATPase family associated with various cellular activities (AAA)|PF02861:Clp amino terminal domain, pathogenicity island component|PF07724:AAA domain (Cdc48 subfamily)|PF10431:C-terminal, D2-small domain, of ClpB protein;AAA
SA_RS04745;-0.213309537;1;0.131073647;1;0.210229209;0.999892985;-0.226465602;1;0.657280113;1;-0.43095756;1;-0.003220654;0.999026641;0.865759109;1;-0.352418401;1;0.078576682;1;-0.364838288;0.999777863;0.505247513;1;-0.442929792;1;0.428030589;1;0.860603392;1;ABD30038.1;NC_002745.2;949312;950181;-;870;protein_coding;LysR family transcriptional regulator && PF03466:LysR substrate binding domain|PF00126:Bacterial regulatory helix-turn-helix protein, lysR family;LysR_substrate
SA_RS04750;-0.693257218;1;0.397404019;1;-0.266451703;0.999892985;-1.403221842;1;0.101575246;1;-0.432994927;1;-0.695857492;0.989089165;0.784616213;1;-1.092890828;1;-0.662174103;1;-1.798474745;0.999777863;-0.313252877;1;-1.14198075;1;0.350980687;1;1.456573578;1;ABD30039.1;NC_002745.2;950291;951436;+;1146;protein_coding;LeuA family protein && PF00682:HMGL-like;HMGL-like
SA_RS04755;0.504687412;1;0.384462313;1;-0.110224918;0.999892985;0.36575039;1;-0.168818462;1;0.616311082;1;-0.135350345;0.998335204;-0.671001538;1;0.119175407;1;-0.496233494;1;-0.023679572;0.999777863;-0.561190406;1;0.474294533;1;-0.058389425;1;-0.538979099;1;ABD30040.1;NC_002745.2;951420;952061;+;642;protein_coding;L-threonylcarbamoyladenylate synthase && PF01300:Telomere recombination;Sua5_yciO_yrdC
SA_RS04760;-0.376512349;1;-0.645078752;1;-0.153596114;0.999892985;0.100638251;0.968394206;-0.443785322;1;-0.221436088;0.999998795;0.480541659;0.961481397;-0.065337911;1;0.263011843;1;0.487446059;1;0.737556031;0.999777863;0.193693798;1;0.252341499;0.999670027;-0.289127911;1;-0.549661087;1;ABD30041.1;NC_002745.2;952054;953175;+;1122;protein_coding;membrane protein && -;-
SA_RS04765;-0.64138063;1;-0.327074986;1;-0.331473804;0.999892985;0.185881207;0.935188198;0.513317625;1;-0.312625174;0.999998795;0.828571084;0.757788597;1.153466795;1;-0.313647463;1;-0.002747807;1;0.505699399;0.999777863;0.828200651;1;0.51109487;0.999670027;0.839710406;1;0.316481712;0.877960792;ABD30042.1;NC_002745.2;953153;953668;+;516;protein_coding;YbhB/YbcL family Raf kinase inhibitor-like protein && PF01161:Phosphatidylethanolamine-binding protein;-
SA_RS04770;0.686299836;0.952137799;1.864175842;0.001099923;1.155580404;0.079669418;2.293251869;2.94E-08;2.075882613;0.000000682;-0.467346474;0.659317676;1.613032691;4.31E-08;1.389500083;0.00000638;-1.17967704;0.046192156;-0.711783068;0.519209508;0.423159939;0.999777863;0.201631582;0.875925756;1.138127377;0.004636164;0.920717542;0.017360835;-0.233053271;0.750530775;ABD30043.1;NC_002745.2;953979;954413;+;435;protein_coding;MAP domain-containing protein && PF03642:MAP domain;-
SA_RS04775;0.735524965;0.998919387;-0.009279812;0.998245801;0.002007659;0.999892985;0.162918645;0.844455182;0.072483758;0.912688813;0.734096332;0.811612171;-0.572000919;0.79121769;-0.665295991;0.404184545;0.744198633;0.562612148;0.010394159;0.999638153;0.163388467;0.999777863;0.0704992;0.970837456;0.157739801;0.999670027;0.067755173;0.935785696;-0.102462071;0.928075795;ABD30044.1;NC_002745.2;954670;954855;-;186;protein_coding;YjzD family protein && PF11151:Protein of unknown function (DUF2929);-
SA_RS04780;-0.370821548;0.998919387;0.393223932;0.225801083;0.164780584;0.999892985;0.423479917;0.2967459;0.311234016;0.370727885;-0.534476324;0.678944764;0.800282932;0.026228839;0.679199786;0.041040849;-0.765242645;0.011658846;-0.228579369;0.904085389;0.022880166;0.999777863;-0.096674129;0.881805553;0.256943673;0.999670027;0.145394343;0.836746492;-0.128745164;0.865806503;fabH;NC_002745.2;955150;956091;+;942;protein_coding;beta-ketoacyl-ACP synthase III && PF08541:3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal|PF08545:3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III;-
SA_RS04785;-0.156996341;0.998919387;0.385543265;0.259525109;0.220067063;0.999892985;0.365582363;0.261556413;0.408751124;0.171633606;-0.37594923;0.926787849;0.528413359;0.20338853;0.563155044;0.086724181;-0.544005417;0.170677539;-0.166031981;0.937081054;-0.027724472;0.999777863;0.008733504;0.989963221;0.143605428;0.999670027;0.187319122;0.754305037;0.026527259;0.973018464;fabF;NC_002745.2;956103;957347;+;1245;protein_coding;beta-ketoacyl-ACP synthase II && PF02801:Beta-ketoacyl synthase, C-terminal domain|PF00109:Beta-ketoacyl synthase, N-terminal domain;ketoacyl-synt
SA_RS04790;-0.086738168;0.998919387;-0.472918628;0.572396267;0.249116405;0.999892985;-0.231905553;0.836651276;-0.187812139;0.824984895;-0.337364267;0.999998795;-0.140403807;0.989089165;-0.100991222;0.936887922;0.387461211;0.673264047;0.722503017;0.577445126;0.236443461;0.999777863;0.277492293;0.83000513;-0.482473194;0.999670027;-0.438502554;0.635967444;0.027841296;0.986741719;ABD30047.1;NC_002745.2;957402;957773;-;372;protein_coding;DUF3899 domain-containing protein && PF13038:Domain of unknown function (DUF3899);-
SA_RS04795;0.119018205;0.998919387;-0.670733565;0.423220546;0.153242556;0.999892985;-0.243597908;0.870757279;-0.596108816;0.310627219;-0.035462011;0.999998795;-0.355252329;0.947106603;-0.719996014;0.354054496;0.788825404;0.459931972;0.823291662;0.515131394;0.423141371;0.999777863;0.065659146;0.951198115;-0.395205191;0.999670027;-0.748026605;0.262093609;-0.370893046;0.582165249;opp3b;NC_002745.2;958016;958942;+;927;protein_coding;ABC transporter permease && PF00528:Binding-protein-dependent transport system inner membrane component;BPD_transp_1
SA_RS04800;-0.040851289;0.998919387;-0.889632855;0.32498302;0.113863987;0.999892985;-0.414537124;0.811733016;-0.76152124;0.305218743;-0.156436481;0.999998795;-0.365982917;0.974594385;-0.726868721;0.485998493;0.848096425;0.515036193;1.003324092;0.365980704;0.470635864;0.999777863;0.117937595;0.905122059;-0.52677139;0.999670027;-0.874166737;0.245082784;-0.365882197;0.733217523;opp3C;NC_002745.2;958942;960012;+;1071;protein_coding;ABC transporter permease && PF12911:N-terminal TM domain of oligopeptide transport permease C|PF00528:Binding-protein-dependent transport system inner membrane component;BPD_transp_1
SA_RS04805;-0.054489445;0.998919387;-0.636639156;0.416273541;0.085972794;0.999892985;-0.641547114;0.561018519;-0.808759609;0.141027345;-0.142729599;0.999998795;-0.579591559;0.885267695;-0.760513663;0.398060716;0.582513572;0.672524266;0.72352362;0.590503323;-0.009002128;0.999777863;-0.181947737;0.796817184;-0.727000758;0.999670027;-0.895364684;0.173664331;-0.186437513;0.881724011;ABD30050.1;NC_002745.2;960028;961110;+;1083;protein_coding;ABC transporter ATP-binding protein && PF08352:Oligopeptide/dipeptide transporter, C-terminal region|PF00005:ABC transporter|PF07673:Protein of unknown function (DUF1602);ABC_tran
SA_RS04810;-0.05110582;0.998919387;-0.687893673;0.429774761;0.153539911;0.999892985;-0.539972718;0.684340568;-1.038559358;0.068928768;-0.206279123;0.999998795;-0.481460598;0.933184889;-0.993997233;0.248771709;0.637235808;0.658181893;0.84208668;0.498254008;0.144539566;0.999777863;-0.359249071;0.551287366;-0.692115019;0.999670027;-1.191637468;0.05357914;-0.517423577;0.486662673;ABD30051.1;NC_002745.2;961100;962041;+;942;protein_coding;ATP-binding cassette domain-containing protein && PF00005:ABC transporter|PF08352:Oligopeptide/dipeptide transporter, C-terminal region|PF07673:Protein of unknown function (DUF1602);ABC_tran
Novel00135;0.525899238;1;-0.339528766;1;-2.880107184;1;0.563047099;1;1.726755859;1;3.420439525;1;0.041674097;0.998335204;1.210349117;1;0.861311708;1;-2.554794634;1;0.887315607;0.999777863;2.067551256;1;3.448677159;1;4.635693123;1;1.161451958;1;Novel00135;NC_002745.2;961166;961273;-;108;-;PF00005:ABC transporter;ABC_tran
SA_RS04815;-0.025269363;0.998919387;-0.604600472;0.439757318;0.267617375;0.999892985;-0.409253039;0.781036107;-0.909286383;0.086109964;-0.29535614;0.999998795;-0.37590767;0.958745728;-0.889266751;0.247198199;0.579691121;0.644417323;0.872777928;0.508237972;0.191346287;0.999777863;-0.313648167;0.481462179;-0.676088488;0.999670027;-1.17726779;0.081164269;-0.519047257;0.506837395;ABD30052.1;NC_002745.2;962060;963715;+;1656;protein_coding;peptide ABC transporter substrate-binding protein && PF00496:Bacterial extracellular solute-binding proteins, family 5 Middle;-
Novel00136;-1.807794106;1;-1.905387004;1;-1.163163681;1;0.355379003;1;0.781038673;1;-0.607698614;1;2.138415442;1;2.593672155;1;0.09843314;1;0.711350007;1;2.223809702;0.999777863;2.682610349;1;1.516630545;1;1.959832416;1;0.429906446;1;Novel00136;NC_002745.2;963499;963866;-;368;-;-;-
SA_RS04820;0.81830049;1;0.905102518;1;-0.164420852;0.999892985;0.754991533;1;0.660772395;1;0.9900188;1;-0.061136572;0.998335204;-0.140656877;1;-0.080037657;1;-1.068320581;1;-0.152223368;0.999777863;-0.225680519;1;0.921096219;1;0.853260301;1;-0.085920298;1;opp4A;NC_002745.2;963927;965642;+;1716;protein_coding;oligopeptide ABC transporter substrate-binding protein && PF00496:Bacterial extracellular solute-binding proteins, family 5 Middle;-
SA_RS04825;-1.257780332;1;-0.130102972;1;-0.014197991;0.999892985;0.695330713;0.654791136;0.521646964;1;-1.247938758;0.769667903;1.957266998;0.143255926;1.775086821;1;-1.128853966;1;0.118022508;1;0.816010714;0.999777863;0.634490894;1;0.703812124;0.999670027;0.529713075;1;-0.184936538;0.949260456;ABD30054.1;NC_002745.2;965693;966679;+;987;protein_coding;ABC transporter ATP-binding protein && PF08352:Oligopeptide/dipeptide transporter, C-terminal region|PF00005:ABC transporter|PF07673:Protein of unknown function (DUF1602);ABC_tran
SA_RS04830;0.270030251;1;0.11958908;1;-0.149362573;0.999892985;-0.037184851;0.993527019;0.332585136;1;0.423280336;0.999998795;-0.299697682;0.989089165;0.050955371;0.991163805;0.155899196;1;-0.269827149;1;-0.159257185;0.999777863;0.200297206;1;0.11574949;0.999670027;0.485627047;1;0.347955219;1;ABD30055.1;NC_002745.2;966682;967662;+;981;protein_coding;dipeptide ABC transporter ATP-binding protein && PF08352:Oligopeptide/dipeptide transporter, C-terminal region|PF00005:ABC transporter|PF07673:Protein of unknown function (DUF1602);ABC_tran
SA_RS04835;-0.126854869;1;-0.270301074;1;-0.236367848;0.999892985;-0.190832435;1;-0.291340912;1;0.114858861;0.999998795;-0.056842594;0.998335204;-0.172588655;1;0.147807375;1;0.030281652;1;0.076516381;0.999777863;-0.035140884;1;0.046594133;1;-0.052566455;1;-0.120952352;1;opp4B;NC_002745.2;967655;968617;+;963;protein_coding;ABC transporter permease && PF00528:Binding-protein-dependent transport system inner membrane component;BPD_transp_1
