ID;Name;Decription;TSB_versus_Suc_log2FoldChange;TSB_versus_Suc_padj;TSB_versus_Lac_log2FoldChange;TSB_versus_Lac_padj;TSB_versus_Xyl_log2FoldChange;TSB_versus_Xyl_padj;TSB_versus_Glu_log2FoldChange;TSB_versus_Glu_padj
SMU_1906c;SMU_1906c;"Uncharacterized protein; Best Blastp Hit:  emb|CAC03530.1| (AJ276411) BlpU protein [Streptococcus pneumoniae]";4.626833982;4.29E-63;-2.38474049763064;2.03272752273462e-11;-1.58179894;0.036800281;2.504168002;7.35E-06
SMU_1907;SMU_1907;annotation not available;3.454921425;7.71E-21;-2.04302587040818;4.91770675803468e-07;-0.980218242;0.093230479;1.772565548;6.67E-05
SMU_1908c;SMU_1908c;annotation not available;2.602874112;2.29E-11;-1.66104545387048;0.000287088122428272;-1.269212283;0.00166928;0.964759152;0.034293436
SMU_1909c;SMU_1909c;annotation not available;3.404639961;1.89E-34;-1.63546334902213;1.53979617257703e-07;-1.270631511;6.84E-05;1.650880894;1.42E-05
SMU_1910c;SMU_1910c;"Uncharacterized protein; Best Blastp Hit:  sp|O42398|CCAS_CHICK VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL ALPHA-1S SUBUNIT >gi|2257990|gb|AAB63206.1| (AF007877) L-type calcium channel, alpha 1 subunit [Gallus gallus]";NA;NA;NA;NA;NA;NA;NA;NA
SMU_1912c;SMU_1912c;annotation not available;NA;NA;NA;NA;NA;NA;NA;NA
SMU_1913c;SMU_1913c;"Putative immunity protein, BLpL-like; Best Blastp Hit:  emb|CAC03523.1| (AJ276410) BlpL protein [Streptococcus pneumoniae]";NA;NA;NA;NA;NA;NA;NA;NA
SMU_1914c;SMU_1914c;"Uncharacterized protein; Best Blastp Hit:  emb|CAC03526.1| (AJ276410) BlpO protein [Streptococcus pneumoniae]";3.602318843;1.01E-08;-2.02218323987096;0.00105695875966696;-1.221029554;0.046749401;1.220690541;0.049118969
SMU_191c;SMU_191c;"Putative integrase; Best Blastp Hit:  gb|AAF12706.1|AF066865_4 (AF066865) integrase [bacteriophage TPW22]; Belongs to the 'phage' integrase family";NA;NA;NA;NA;NA;NA;NA;NA
SMU_1923c;nrdR;"Transcriptional repressor NrdR; Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes";0.631537304;0.004879687;-0.669058724093359;0.00606207441951409;-0.993734807;0.000473225;0.480323574;0.106923788
SMU_1925c;SMU_1925c;"Uncharacterized protein; Best Blastp Hit:  gb|AAG32547.1| (U12643) YlbN-like hypothetical protein [Streptococcus gordonii]";-0.935898423;0.032811958;-0.301091627732039;0.572202264092366;-0.963340056;0.160899537;-0.237249757;0.761171726
SMU_1927;SMU_1927;Best Blastp Hit:  pir||B69477 ABC transporter, ATP-binding protein homolog - Archaeoglobus fulgidus >gi|2648727|gb|AAB89431.1| (AE000977) ABC transporter, ATP-binding protein [Archaeoglobus fulgidus];0.826286304;4.44E-05;-1.02426900060597;1.12316798064557e-05;-0.702937014;0.107060802;0.403192576;0.139041837
SMU_1933c;SMU_1933c;"Uncharacterized protein; Best Blastp Hit:  pir||F69742 hypothetical protein ybaF - Bacillus subtilis >gi|2632414|emb|CAB11923.1| (Z99104) ybaF [Bacillus subtilis]";-0.850179018;0.001252288;0.877172189749463;0.00157728597391617;0.327662084;0.331417605;0.006790543;0.987648302
SMU_1934c;sdcBA;"Putative ABC transporter ATP-binding protein SMU_1934c; Probably part of an ABC transporter complex. Responsible for energy coupling to the transport system (By similarity)";-0.500731314;0.022642325;0.57670824162136;0.00995611495671261;0.302937782;0.387876236;0.12490751;0.741215472
SMU_1935c;SMU_1935c;"UPF0397 protein SMU_1935c; Best Blastp Hit:  emb|CAB59830.1| (AJ012388) hypothetical protein [Lactococcus lactis]";-0.299266714;0.210853105;0.329122075387776;0.200279490346567;0.171237876;0.674054795;0.276033141;0.503717634
SMU_1936c;SMU_1936c;"Uncharacterized protein; Best Blastp Hit:  pir||E64608 conserved hypothetical protein HP0709 - Helicobacter pylori (strain 26695) >gi|2313836|gb|AAD07762.1| (AE000584) conserved hypothetical protein [Helicobacter pylori 26695]";-0.039279393;0.906146414;-0.115331308112427;0.696193670463578;0.157543473;0.638737025;0.494958663;0.130130143
SMU_1938c;SMU_1938c;"Putative ABC transporter, permease protein; Best Blastp Hit:  emb|CAB59829.1| (AJ012388) hypothetical protein [Lactococcus lactis]";0.545960046;0.159413358;-0.265514810096275;0.545024575868422;0.147013575;0.737550038;0.596673334;0.192388065
SMU_1939c;metN;"Methionine import ATP-binding protein MetN; Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system";0.420375145;0.030525809;-0.184305572072502;0.409517672524888;-0.204997378;0.561671747;0.246958272;0.419582478
SMU_193c;SMU_193c;annotation not available;NA;NA;NA;NA;NA;NA;NA;NA
SMU_1940c;SMU_1940c;Best Blastp Hit:  pir||E75327 ArgE/DapE/Acy1 family protein - Deinococcus radiodurans (strain R1) >gi|6459799|gb|AAF11560.1|AE002038_9 (AE002038) ArgE/DapE/Acy1 family protein [Deinococcus radiodurans];0.536581912;0.032016362;-0.302266690739047;0.251498873113884;-0.314522416;0.433691755;0.455319528;0.216481679
SMU_1942c;SMU_1942c;"Putative amino acid binding protein; Best Blastp Hit:  gb|AAC45332.1| (U97348) basic surface protein [Lactobacillus fermentum]";-0.193566753;0.68620362;-0.189835462412106;0.703111512978428;-0.6488451;0.132878018;-0.654364415;0.175991552
SMU_1945;SMU_1945;"Uncharacterized protein; Best Blastp Hit:  gi|6322448 polyphosphate synthetase (putative); Vtc4p [Saccharomyces cerevisiae] >gi|1352956|sp|P47075|YJB2_YEAST HYPOTHETICAL 75.5 KDA PROTEIN IN CCT3-CCT8 INTERGENIC REGION >gi|1077794|pir||S56783 hypothetical protein YJL012c - yeast (Saccharomyces cerevisiae) >gi|1006727|emb|CAA89303.1| (Z49287) ORF YJL012c [Saccharomyces cerevisiae]";0.694954812;0.005963526;-0.594431165613512;0.0669028996173932;-0.709441666;0.022333046;0.633846285;0.072055032
SMU_1946;SMU_1946;annotation not available;0.201004111;0.697403259;-0.32782550058574;0.478426877088669;-0.786986483;0.04919917;0.299148824;0.601231373
SMU_194c;SMU_194c;"Uncharacterized protein; Best Blastp Hit:  sp|P21318|YR7D_ECOLI HYPOTHETICAL 11.0 KD PROTEIN (ORFD) (RETRON EC67) >gi|95950|pir||JQ0859 hypothetical 11K protein - Escherichia coli retron Ec67 >gi|145149|gb|AAA23395.1| (M55249) unknown [Escherichia coli]";NA;NA;NA;NA;NA;NA;NA;NA
SMU_1950;SMU_1950;"Pseudouridine synthase; Responsible for synthesis of pseudouridine from uracil";0.10102594;0.827611746;0.348746156280165;0.363555032637068;-0.010207987;0.979531585;0.623641574;0.049920163
SMU_1951c;SMU_1951c;"Uncharacterized protein; Best Blastp Hit:  pir||B71605 hypothetical protein PFB0850c - malaria parasite (Plasmodium falciparum) >gi|3845292|gb|AAC71959.1| (AE001420) hypothetical protein [Plasmodium## falciparum]";0.553896466;0.006797338;-0.694925040372963;0.000714844661325033;-0.465731273;0.191087669;0.860620127;0.000349898
SMU_1956c;SMU_1956c;annotation not available;-0.169972383;0.841456816;2.28829018644542;0.000942319359043087;2.675693003;3.07E-05;-0.708730688;0.481926082
SMU_1957;SMU_1957;Best Blastp Hit:  sp|P08188|PTND_ECOLI PTS SYSTEM, MANNOSE-SPECIFIC IID COMPONENT (EIID-MAN) (MANNOSE-PERMEASE IID COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, D COMPONENT) (EII-M-MAN) >gi|66860|pir||WQECMM phosphotransferase system enzyme II (EC 2.7.1.69), mannose-specific, factor IID - Escherichia coli >gi|147404|gb|AAA24445.1| (J02699) mannose permease subunit II-M-Man [Escherichia coli] >gi|1736464|dbj|BAA15631.1| (D90826) PTS system, Mannose-specific IID component (EIID-MAN) (Mannose- permease IID component) (Phosphotransferase enzyme II, D component) (EII-M-MAN). [Escherichia coli]  [...] ;-0.236250539;0.480822874;1.72501041094044;6.31535370990066e-10;2.362655103;5.68E-05;-0.576840503;0.112069884
SMU_1958c;SMU_1958c;Best Blastp Hit:  sp|P08187|PTNC_ECOLI PTS SYSTEM, MANNOSE-SPECIFIC IIC COMPONENT (EIIC-MAN) (MANNOSE-PERMEASE IIC COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, C COMPONENT) (EII-P-MAN) >gi|66861|pir||WQECMP phosphotransferase system enzyme II (EC 2.7.1.69), mannose-specific, factor IIC - Escherichia coli >gi|147403|gb|AAA24444.1| (J02699) mannose permease subunit II-P-Man [Escherichia coli] >gi|1736456|dbj|BAA15625.1| (D90825) Phosphotransferase system enzyme II (EC 2.7.1.69), mannose-specific, factor II-P [Escherichia coli] >gi|1736463|dbj|BAA15630.1| (D90826) Phosphotransferase system e [...] ;0.181833707;0.693927318;1.53158966593591;2.38191169967974e-12;2.163727623;2.58E-06;-0.333391576;0.403269118
SMU_195c;SMU_195c;"Uncharacterized protein; Similar to ORF 5 of bacteriophage SPP1; Best Blastp Hit:  sp|Q38441|YOR5_BPSPP HYPOTHETICAL 10.3 KD PROTEIN IN GP2-GP6 INTERGENIC REGION (ORF 5) >gi|93741|pir||S24454 hypothetical protein 5 - phage SPP1 >gi|7461911|pir||T42269 hypothetical protein - phage SPP1 >gi|15469|emb|CAA39540.1| (X56064) ORF 5 [Bacteriophage SPP1] >gi|2764846|emb|CAA66579.1| (X97918) gene 5 [Bacteriophage SPP1]";NA;NA;NA;NA;NA;NA;NA;NA
SMU_1960c;SMU_1960c;"Putative PTS system, mannose-specific IIB component; Best Blastp Hit:  gb|AAB04152.1| (U28163) phosphoenolpyruvate:mannose phosphotransferase element IIB [Lactobacillus curvatus]";0.752296471;0.131568937;0.627838616068842;0.0519008032082638;1.555360975;7.44E-07;-0.038856576;0.94540308
SMU_1961c;SMU_1961c;Best Blastp Hit:  sp|P26379|PTFA_BACSU PTS SYSTEM, FRUCTOSE-SPECIFIC IIA COMPONENT (EIIA-FRU) (FRUCTOSE-PERMEASE IIA COMPONENT) (PHOSPHOTRANSFERASE ENZYME II, A COMPONENT) (P16) >gi|98402|pir||S11398 PTS fructose-specific enzyme IIA component levD - Bacillus subtilis >gi|39978|emb|CAA39577.1| (X56098) P16 [Bacillus subtilis] >gi|2108262|emb|CAA63461.1| (X92868) fructose-specific IIA component [Bacillus subtilis] >gi|2635153|emb|CAB14649.1| (Z99117) phosphotransferase system (PTS) fructose-specific enzyme IIA component [Bacillus subtilis];1.377343774;0.000561813;0.140576094190571;0.757853532811879;1.422120959;0.001200254;0.587446615;0.247721326
SMU_1963c;SMU_1963c;"Putative sugar-binding periplasmic protein; Best Blastp Hit:  pir||D72357 hypothetical protein TM0595 - Thermotoga maritima (strain MSB8) >gi|4981114|gb|AAD35680.1|AE001734_7 (AE001734) sugar ABC transporter, periplasmic sugar-binding protein, putative [Thermotoga maritima]";-0.398553974;0.032017686;-0.140868104927551;0.520496606609052;0.123912988;0.842207656;0.804371099;0.001862739
SMU_1964c;SMU_1964c;"Putative response regulator; Best Blastp Hit:  pir||JC5359 two-component regulator protein YfiK - Bacillus subtilis >gi|1817535|dbj|BAA11401.1| (D78508) YfiK [Bacillus subtilis] >gi|2633154|emb|CAB12659.1| (Z99108) similar to two-component response regulator [YfiJ] [Bacillus subtilis]";-0.433812767;0.085241407;0.0879234834847069;0.762826690211709;0.57211211;0.113615703;0.837826908;0.004039241
SMU_1965c;SMU_1965c;"Putative histidine kinase; Best Blastp Hit:  pir||T34676 probable sensor kinase - Streptomyces coelicolor >gi|4007712|emb|CAA22397.1| (AL034446) putative sensor kinase [Streptomyces coelicolor A3(2)]";-0.01912032;0.955098213;-0.434861215858629;0.154537706624315;0.393924265;0.421014787;1.161694992;1.34E-05
SMU_1966c;SMU_1966c;"Putative periplasmic sugar-binding protein; Best Blastp Hit:  emb|CAB66286.1| (AL136519) bifunctional carbohydrate binding and transport protein. [Streptomyces coelicolor A3(2)]";-0.275185671;0.233253745;-0.305582895168151;0.225076404671741;0.14106849;0.770495801;0.975170325;1.95E-05
SMU_1968c;SMU_1968c;"Uncharacterized protein; Best Blastp Hit:  pir||PC2201 hypothetical protein 120 - Bacillus licheniformis (fragment)";0.113168303;0.737323187;-0.494845014912173;0.0518849010825333;-0.139071952;0.70899422;0.290665449;0.555113412
SMU_1969c;SMU_1969c;"Putative transcriptional regulator; Best Blastp Hit:  pir||F69773 conserved hypothetical protein ydcH - Bacillus subtilis >gi|1881287|dbj|BAA19314.1| (AB001488) FUNCTION UNKNOWN. [Bacillus subtilis] >gi|2632777|emb|CAB12284.1| (Z99106) similar to hypothetical proteins from B. subtilis [Bacillus subtilis]";0.464095734;0.12124822;-0.167421326694835;0.547083783533239;0.335751413;0.172304722;0.460934877;0.199364652
SMU_196c;SMU_196c;"Putative transfer protein; Best Blastp Hit:  emb|CAB70620.1| (AJ243106) transfer protein [Streptococcus thermophilus]";NA;NA;NA;NA;NA;NA;NA;NA
SMU_1970c;SMU_1970c;Best Blastp Hit:  pir||A69999 phenylalanyl-tRNA synthetase (beta subunit) homolog ytpR - Bacillus subtilis >gi|2293213|gb|AAC00291.1| (AF008220) YtpR [Bacillus subtilis] >gi|2635466|emb|CAB14960.1| (Z99119) similar to phenylalanyl-tRNA synthetase (beta subunit) [Bacillus subtilis];0.524675529;0.028115514;-0.725835857597107;0.000688002369665114;-0.786452928;0.013056955;0.24725603;0.498561648
SMU_1971c;SMU_1971c;Best Blastp Hit:  pir||G69998 thioredoxin H1 homolog ytpP - Bacillus subtilis >gi|2293211|gb|AAC00289.1| (AF008220) putative thioredoxin [Bacillus subtilis] >gi|2635468|emb|CAB14962.1| (Z99119) similar to thioredoxin H1 [Bacillus subtilis];0.005236281;0.988608564;-0.826853965659302;0.00156909357646777;-0.547579893;0.060909056;-0.015390991;0.976027044
SMU_1972c;SMU_1972c;annotation not available;0.196880152;0.537168903;-0.698929835789195;0.0108781665721378;-1.046825967;0.000203221;0.059290154;0.892222374
SMU_1975c;SMU_1975c;"Uncharacterized protein; Best Blastp Hit:  dbj|BAA11325.1| (D78257) ORF8 [Enterococcus faecalis]";-2.231084188;9.49E-09;1.37426041430041;0.00197717300447707;0.932465187;0.026420694;-1.714873655;9.01E-05
SMU_1976c;SMU_1976c;annotation not available;-2.622492328;2.96E-33;1.45192520452315;1.18987558511486e-12;0.934383411;0.004573452;-1.995144258;4.17E-15
SMU_1977c;SMU_1977c;"Putative transcriptional regulator; Best Blastp Hit:  pir||G75183 probable repressor protein PAB7155 - Pyrococcus abyssi (strain Orsay) >gi|5458060|emb|CAB49550.1| (AJ248284) repressor protein, putative [Pyrococcus abyssi]";-2.86352172;4.20E-48;1.53046449032201;2.0554340428022e-09;1.381137758;3.70E-06;-2.291945165;3.68E-18
SMU_1979c;SMU_1979c;"Uncharacterized protein; Best Blastp Hit:  sp|P37876|YTXK_BACSU HYPOTHETICAL 37.4 KD PROTEIN IN ACKA-SSPA INTERGENIC REGION >gi|7475419|pir||G70003 hypothetical protein ytxK - Bacillus subtilis >gi|2293239|gb|AAC00317.1| (AF008220) YtxK [Bacillus subtilis] >gi|2635432|emb|CAB14926.1| (Z99119) alternate gene name: ythI [Bacillus subtilis]";-1.641078867;5.18E-13;1.36859567388112;5.44656874388544e-09;1.363590001;6.98E-08;-0.337659759;0.32025528
SMU_197c;SMU_197c;"Uncharacterized protein; Best Blastp Hit:  emb|CAB36621.1| (AL034390) hypothetical protein L1156.02 [Leishmania major]";NA;NA;NA;NA;NA;NA;NA;NA
SMU_1980c;SMU_1980c;annotation not available;0.262601201;0.633689817;-0.0717988539713447;0.87196222926313;-0.178861039;0.730813411;0.908738068;0.040988454
SMU_1981c;SMU_1981c;"Uncharacterized protein; Best Blastp Hit:  emb|CAA75315.1| (Y15043) homology to ComYD from Streptcoccus gordonii, and ComGD from Bacillus subtilis [Lactococcus lactis subsp. cremoris]";-0.29438748;0.578010325;-0.461225083787097;0.218373539661156;-0.032214659;0.93898477;0.58337221;0.24704863
SMU_1982c;SMU_1982c;"Uncharacterized protein; Best Blastp Hit:  emb|CAA75316.1| (Y15043) hypothetical protein [Lactococcus lactis subsp. cremoris]";0.060903637;0.956678333;-0.0729404764281645;0.917414249791077;-0.704617402;0.146355111;1.089406515;0.068405179
SMU_1988c;SMU_1988c;Best Blastp Hit:  gb|AAC45309.1| (U81957) putative DNA binding protein [Streptococcus gordonii];-1.355170179;0.000198863;1.38193467494932;0.000407879076322872;0.914559548;0.023251649;-0.13280584;0.82546195
SMU_198c;SMU_198c;"Putative conjugative transposon protein; Best Blastp Hit:  pir||F69775 hypothetical protein yddE [imported] - Bacillus subtilis >gi|1881304|dbj|BAA19331.1| (AB001488) SIMILAR TO ORF16 OF ENTEROCOCCUS FAECALIS TRANSPOSON TN916. [Bacillus subtilis] >gi|2632794|emb|CAB12301.1| (Z99106) similar to transposon protein [Bacillus subtilis]";NA;NA;NA;NA;NA;NA;NA;NA
SMU_1995c;SMU_1995c;"Putative transcriptional regulator; Best Blastp Hit:  emb|CAA96184.1| (Z71552) AdcR protein [Streptococcus pneumoniae]";-0.192799741;0.716613781;0.0984811094224596;0.845184030810765;0.039669579;0.948335999;0.563996158;0.32025528
SMU_1999c;SMU_1999c;"Glutamate--cysteine ligase; Best Blastp Hit:  sp|O22493|GSH1_LYCES GLUTAMATE--CYSTEINE LIGASE PRECURSOR (GAMMA-GLUTAMYLCYSTEINE SYNTHETASE) (GAMMA-ECS) (GCS) >gi|7489004|pir||T04332 glutamate--cysteine ligase (EC 6.3.2.2) - tomato >gi|2407615|gb|AAB71230.1| (AF017983) gamma-glutamylcysteine synthetase [Lycopersicon esculentum]";0.818916963;0.010634184;-1.21637089414278;0.000133003338289713;-1.455559371;6.26E-06;0.562364268;0.146927436
SMU_199c;SMU_199c;"Uncharacterized protein; Best Blastp Hit:  pir||E69775 hypothetical protein yddD - Bacillus subtilis >gi|1881303|dbj|BAA19330.1| (AB001488) FUNCTION UNKNOWN. [Bacillus subtilis] >gi|2632793|emb|CAB12300.1| (Z99106) yddD [Bacillus subtilis]";NA;NA;NA;NA;NA;NA;NA;NA
SMU_2003a;rpmJ;annotation not available;0.743821875;0.145901744;-0.734407797913531;0.0109352581190581;-0.878655656;0.004127726;-0.486489137;0.212082405
SMU_200c;SMU_200c;annotation not available;NA;NA;NA;NA;NA;NA;NA;NA
SMU_201c;SMU_201c;"Putative transposon protein; Best Blastp Hit:  dbj|BAA19328.1| (AB001488) SIMILAR TO ORF13 OF ENTEROCOCCUS FAECALIS TRANSPOSON TN916. [Bacillus subtilis]";NA;NA;NA;NA;NA;NA;NA;NA
SMU_2023c;rpsS;"30S ribosomal protein S19; Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA";0.856162511;0.002916668;-1.21806353378314;0.000714844661325033;-1.309008486;2.96E-05;-0.162153847;0.802158217
SMU_2024c;rplD;"50S ribosomal protein L4; Forms part of the polypeptide exit tunnel";0.704509077;0.005680163;-1.03765638515603;4.34325893865185e-05;-1.178740676;6.07E-05;-0.411288553;0.364865266
SMU_2026c;rpsJ;"30S ribosomal protein S10; Involved in the binding of tRNA to the ribosomes";0.425707886;0.255751552;-0.61963437283274;0.0847393287822657;-1.409603248;0.000311013;-0.468020823;0.363447043
SMU_2027;SMU_2027;"Putative transcriptional regulator; Best Blastp Hit:  pir||C28551 hypothetical protein 3 - Streptococcus mutans (strain GS-5) (fragment) >gi|1196926|gb|AAA88585.1| (M18954) unknown protein [Streptococcus mutans]";-0.92522334;0.015289088;1.04769547190306;0.00871361545108248;-0.106384449;0.867337112;-0.713064065;0.167147828
SMU_202c;SMU_202c;annotation not available;NA;NA;NA;NA;NA;NA;NA;NA
SMU_2033c;SMU_2033c;"Uncharacterized protein; Best Blastp Hit:  sp|P42377|YDNK_LACLC HYPOTHETICAL 70.0 KDA PROTEIN IN DNAK 3'REGION (ORF4) >gi|481906|pir||S40085 hypothetical protein 4 - Lactococcus lactis >gi|435493|emb|CAA54090.1| (X76642) orf4 [Lactococcus lactis]";-0.010224066;0.98254881;-0.414870715004343;0.31898792709851;-0.871812913;0.029339245;-0.098526792;0.866565356
SMU_2035;SMU_2035;"Uncharacterized protein; Best Blastp Hit:  sp|O35046|YOCD_BACSU HYPOTHETICAL 36.4 KDA PROTEIN IN CSAA-DES INTERGENIC REGION >gi|7475578|pir||A69901 immunity to bacteriotoxins homolog yocD - Bacillus subtilis >gi|2619011|gb|AAB84435.1| (AF027868) YocD [Bacillus subtilis] >gi|2634310|emb|CAB13809.1| (Z99114) similar to immunity to bacteriotoxins [Bacillus subtilis]";-1.680233438;3.30E-13;1.55704115725527;1.75864478128972e-09;0.949413478;5.40E-05;-0.14701036;0.718311474
SMU_2043c;dtd;"D-aminoacyl-tRNA deacylase; An aminoacyl-tRNA editing enzyme that deacylates mischarged D-aminoacyl-tRNAs. Also deacylates mischarged glycyl- tRNA(Ala), protecting cells against glycine mischarging by AlaRS. Acts via tRNA-based rather than protein-based catalysis; rejects L-amino acids rather than detecting D-amino acids in the active site. By recycling D-aminoacyl-tRNA to D-amino acids and free tRNA molecules, this enzyme counteracts the toxicity associated with the formation of D-aminoacyl-tRNA entities in vivo and helps enforce protein L-homochirality; Belongs to the DTD family";0.109388292;0.704403866;0.362299216803855;0.177894253618422;0.556238575;0.087595749;-0.327922719;0.382196234
SMU_2046c;SMU_2046c;annotation not available;1.654344222;8.72E-12;-0.714226994851208;0.0211235290054147;-1.256443781;2.29E-11;0.948727964;0.002552015
SMU_2048;SMU_2048;annotation not available;-1.780843597;0.001251203;2.10952670997928;0.00110844168729629;1.146822979;0.058107359;0.122300821;0.904891799
SMU_2049c;SMU_2049c;"Ribosomal RNA small subunit methyltransferase E; Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit";-1.119278527;0.005532028;1.68996810512052;2.96906609039899e-05;1.53420501;0.001341835;0.498580863;0.403873491
SMU_204c;SMU_204c;annotation not available;NA;NA;NA;NA;NA;NA;NA;NA
SMU_2050c;prmA;"Ribosomal protein L11 methyltransferase; Methylates ribosomal protein L11";-0.920528379;0.003378172;1.35943450364699;2.72931943831139e-05;1.681118218;6.73E-07;0.735614176;0.067883524
SMU_2052c;SMU_2052c;"Uncharacterized protein; Best Blastp Hit:  sp|P57264|NUON_BUCAI NADH DEHYDROGENASE I CHAIN N (NADH-UBIQUINONE OXIDOREDUCTASE CHAIN N) >gi|10038849|dbj|BAB12884.1| (AP001118) NADH dehydrogenase I chain N [Buchnera sp. APS]";-0.494063412;0.191405808;1.19101349310771;0.00154890054926714;1.424990444;0.000231884;0.533534999;0.27745361
SMU_2053c;SMU_2053c;annotation not available;-2.5142252;0.27056482;1.10475761977356;0.4206936255034;1.685856726;0.281728882;-0.30732707;NA
SMU_2054c;SMU_2054c;"Uncharacterized protein; Best Blastp Hit:  sp|P47767|RPOB_SPICI DNA-DIRECTED RNA POLYMERASE BETA CHAIN (TRANSCRIPTASE BETA CHAIN) (RNA POLYMERASE BETA SUBUNIT) >gi|11261134|pir||T43230 DNA-directed RNA polymerase (EC 2.7.7.6) beta chain - Spiroplasma citri >gi|886053|gb|AAC44217.1| (U25815) DNA-dependent RNA polymerase beta subunit [Spiroplasma citri]";-0.372848322;0.490562573;1.02935436963884;0.0470158884300598;1.219445385;0.021915533;0.347886114;0.615089338
SMU_2055;SMU_2055;"Putative acetyltransferase; Best Blastp Hit:  emb|CAC11422.1| (AL445063) hypothetical protein [Thermoplasma acidophilum]";0.073702238;0.906146414;0.208055312056784;0.690930393441273;0.144006771;0.848495987;-0.047349957;0.95227865
SMU_2056;SMU_2056;"Putative ATPase; Best Blastp Hit:  pir||D69981 conserved hypothetical protein yrvN - Bacillus subtilis >gi|2635199|emb|CAB14695.1| (Z99117) similar to hypothetical proteins [Bacillus subtilis] >gi|2635217|emb|CAB14712.1| (Z99118) similar to hypothetical proteins [Bacillus subtilis]";0.024290725;0.948834578;0.377089622761617;0.23655297545808;0.366711685;0.396732923;-0.147317688;0.723846682
SMU_2057c;SMU_2057c;Best Blastp Hit:  dbj|BAB04463.1| (AP001509) cadmium-transporting ATPase [Bacillus halodurans];-0.214541627;0.363562353;0.531179043854307;0.00969614944384125;0.989225854;0.001995525;-0.857911997;0.000328082
SMU_2058;SMU_2058;"Putative transcriptional regulator; Best Blastp Hit:  dbj|BAB07215.1| (AP001519) transcriptional regulator of multidrug-efflux transporter genes [Bacillus halodurans]";-1.492905476;6.68E-06;0.969524303957775;0.0002723894295099;0.361473248;0.331417605;-0.863640546;0.013183477
SMU_2059c;SMU_2059c;"UPF0324 membrane protein SMU_2059c; Best Blastp Hit:  sp|P33019|YEIH_ECOLI HYPOTHETICAL 36.9 KD PROTEIN IN LYSP-NFO INTERGENIC REGION >gi|7465981|pir||E64984 hypothetical 36.9 kD protein in lysP-nfo intergenic region - Escherichia coli (strain K-12) >gi|405879|gb|AAA60511.1| (U00007) yeiH [Escherichia coli] >gi|1788482|gb|AAC75219.1| (AE000305) orf, hypothetical protein [Escherichia coli] >gi|744193|prf||2014253BD yeiH gene [Escherichia coli]";-0.117787062;0.865544383;0.254279307140255;0.680371657249122;-0.262310115;0.711234514;-0.340343965;0.704956714
SMU_205c;SMU_205c;annotation not available;NA;NA;NA;NA;NA;NA;NA;NA
SMU_2060;SMU_2060;"Putative transcriptional regulator (LysR family); Best Blastp Hit:  sp|P39647|YWFK_BACSU HYPOTHETICAL TRANSCRIPTIONAL REGULATOR YWFK >gi|2126978|pir||S39744 transcription regulator LysR family homolog ywfK - Bacillus subtilis >gi|580884|emb|CAA51645.1| (X73124) ipa-89d [Bacillus subtilis] >gi|2636301|emb|CAB15792.1| (Z99123) alternate gene name: ipa-89d similar to transcriptional regulator (LysR family) [Bacillus subtilis]";-1.096221578;0.000143562;0.553177801415443;0.0712692876664681;-0.149286362;0.80555125;-0.381040627;0.441038707
SMU_2061;SMU_2061;annotation not available;-1.35285866;4.05E-07;1.17987248664478;7.89639554278802e-07;0.662975848;0.044043366;-0.453922541;0.180039406
SMU_2064c;SMU_2064c;"Putative transmembrane protein; Best Blastp Hit:  pir||G69801 hypothetical protein yfhO - Bacillus subtilis >gi|2633184|emb|CAB12689.1| (Z99108) yfhO [Bacillus### subtilis] >gi|2804545|dbj|BAA24481.1| (D85082) YfhO [Bacillus subtilis]";-0.012608564;0.970501567;0.116458538727733;0.712985460384861;0.236657599;0.516575658;0.011599133;0.978886123
SMU_2065;SMU_2065;"Best Blastp Hit:  sp|P55180|GALE_BACSU UDP-GLUCOSE 4-EPIMERASE (GALACTOWALDENASE) (UDP-GALACTOSE 4-EPIMERASE) >gi|7437225|pir||D69628 UDPglucose 4-epimerase (EC 5.1.3.2) - Bacillus subtilis >gi|1429254|emb|CAA67713.1| (X99339) UDP-glucose 4-epimerase [Bacillus subtilis] >gi|1783241|dbj|BAA11718.1| (D83026) highly homologous to UDP-glucose 4-epimerases (SwissProt:GALE_HAEIN and GALE_ECOLI); hypothetical [Bacillus subtilis] >gi|2636421|emb|CAB15912.1| (Z99123) UDP-glucose 4-epimerase [Bacillus subtilis]; Belongs to the NAD(P)-dependent epimerase/dehydratase family";0.147897353;0.743743729;-0.281323329341464;0.529393609555936;-0.112381164;0.848623084;-0.122417375;0.850063053
SMU_2066c;SMU_2066c;"Putative transmembrane protein; Best Blastp Hit:  gb|AAC14608.1| (U95840) transmembrane protein Tmp5 [Lactococcus lactis]";0.353733196;0.072784152;-0.397238828557756;0.150585757591852;0.051901641;0.890892596;0.188672632;0.632998471
